dataset,model,image_id,target,n_samples,time_ms,map_min,map_max,peak_memory_mib,reference_n_samples,spearman_to_reference,top10_jaccard_to_reference,degenerate
imagenet,resnet50,ILSVRC2012_val_00004300,330,1024,1526.1506939998526,0.0,1.0,291.84326171875,2048,0.8756122448979592,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00007011,140,1024,1527.2731160000603,0.0,1.0,291.84326171875,2048,0.7951020408163265,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00008228,381,1024,1525.6302069999492,0.0,1.0,291.84326171875,2048,0.7963265306122448,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00016006,732,1024,1525.319029000002,0.0,1.0,291.84326171875,2048,0.7741836734693878,0.42857142857142855,False
imagenet,resnet50,ILSVRC2012_val_00023543,254,1024,1532.6542140001038,0.0,1.0,291.84326171875,2048,0.8546938775510204,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00023347,89,1024,1527.6693470000282,0.0,1.0,291.84326171875,2048,0.7559183673469388,0.25,False
imagenet,resnet50,ILSVRC2012_val_00011253,363,1024,1531.5228460001435,0.0,1.0,291.84326171875,2048,0.8571428571428572,0.6666666666666666,False
imagenet,resnet50,ILSVRC2012_val_00012132,17,2048,3059.7868360000575,0.0,1.0,296.24951171875,2048,1.0,1.0,False
imagenet,resnet50,ILSVRC2012_val_00000140,558,2048,3142.7119919999313,0.0,1.0,296.24951171875,2048,1.0,1.0,False
imagenet,resnet50,ILSVRC2012_val_00031295,237,2048,3059.8239629998716,0.0,1.0,296.24951171875,2048,1.0,1.0,False
imagenet,resnet50,ILSVRC2012_val_00004300,330,2048,3060.0627400001486,0.0,1.0,296.24951171875,2048,1.0,1.0,False
imagenet,resnet50,ILSVRC2012_val_00007011,140,2048,3060.090776999914,0.0,1.0,296.24951171875,2048,1.0,1.0,False
imagenet,resnet50,ILSVRC2012_val_00008228,381,2048,3059.8699689999194,0.0,1.0,296.24951171875,2048,1.0,1.0,False
imagenet,resnet50,ILSVRC2012_val_00016006,732,2048,3061.394344000064,0.0,1.0,296.24951171875,2048,1.0,1.0,False
imagenet,resnet50,ILSVRC2012_val_00023543,254,2048,3060.0448659999984,0.0,1.0,296.24951171875,2048,1.0,1.0,False
imagenet,resnet50,ILSVRC2012_val_00023347,89,2048,3046.9909430000826,0.0,1.0,296.24951171875,2048,1.0,1.0,False
imagenet,resnet50,ILSVRC2012_val_00011253,363,2048,3045.629690999931,0.0,1.0,296.24951171875,2048,1.0,1.0,False
